analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username
positive,2021-05-02 09:37:11,1,Sharing this article for fun Keep in mind that a good COVID vaccine is one that lands into your deltoid muscle and saves you from dying Hint They all do that pleasegetvaccinated SundayThoughts,0.5,2,1388850057391353860,38311763,N1ght_Nurs3
neutral,2021-05-04 17:48:35,0,Pfizer reaps hundreds of millions in profits from Covid vaccine via,0.0,0,1389698496643534851,368944072,Naagesh_tweets
positive,2021-05-02 12:32:26,1,Ok I scheduled my first shot of the Covid vaccine for Wednesday I m a little nervous bc I have health issues and previous allergic reactions to meds but I d rather not die of Covid so Pfizer CovidVaccine,0.0989583333,0,1388894158912323585,4882607953,My_North_Star
positive,2021-05-04 13:30:06,84,Pfizer plans to file for full FDA approval of COVID vaccine,0.35,27,1389633448202092546,20545835,newsmax
positive,2021-04-29 16:12:45,3,Got my second Moderna covid vaccine shot this morning I felt fine when I got it now my arm hurts so much and i am so tired Pretty much just a more extreme version of my reaction to the first shot Time to pass out now,0.1435185185,0,1387862440017235970,1009877503115051011,JellyToastyToes
positive,2021-04-29 11:05:55,7,As of yesterday 52 6 of Albany County had received at least the 1st dose of the COVID vaccine amp 39 2 had been fully vaccinated Happy to announce that residents can now go to the County Dept of Health at 175 Green St to get the Pfizer vaccine without an appointment 1 2,0.1,0,1387785221270130693,473906942,MCCoyCountyExec
positive,2021-05-01 10:13:26,0,Mom W H threatens to fire FDA chief unless Pfizer Covid vaccine approved Friday White House chief of staff Mark Meadows told head of the FDA to submit his resignation if the agency doesn t clear Pfizer s vaccine for EUA by day s end,0.05,0,1388496792266973197,1230547643308412930,AndersJonita
positive,2021-05-03 13:23:48,0,New opening at Dayton General Hospital COVID Vaccine Clinic Moderna CovidWaColumbiaCounty,0.0931818182,0,1389269475078418432,1356738034901819392,covidwashington
neutral,2021-05-04 16:55:20,0,BBC News Pfizer expects Covid vaccine demand for years,0.0,0,1389685097092161539,740618438872170500,lightbryantZZ
neutral,2021-04-28 12:39:30,0,24 appointments at 1st and 2nd Dose Pfizer Pawhuska Osage County Health Department 24 at 1st and 2nd Dose Moderna Pawhuska Osage County Health Department Oklahoma COVID Vaccine,0.0,0,1387446383800684549,1356104059460202496,VaccineAlertsOk
neutral,2021-04-30 15:00:46,0,Covid Vaccine Clinic Friday April 30 2021 5 00 p m 9 00 p m Iglesia Pentecostal Assemblies 50 N Clinton Ave Moderna Any homebound seniors residents that are in need of a vaccination please call 609 815 2180 or email amthomas org,0.0,0,1388206713753440261,806178426805776384,MtCarmelGuild
neutral,2021-05-04 18:58:21,10,The Plandemic turned out to be a windfall for Pfizer 26 BILLION in sales from the COVID VACCINE,0.0,5,1389716055485034497,3403127757,concetta8668
positive,2021-04-28 13:34:57,0,Pfizer has been accused of bullying LatinAmerican governments in Covid vaccine negotiations and has asked some countries to put up sovereign assets such as embassy buildings and military bases as a guarantee against the cost of any future legal cases,0.025,0,1387460340041068547,163494334,originalaio
positive,2021-04-30 11:27:28,0,Pfizer BioNTech seek EU s OK to use COVID vaccine on kids,0.5,0,1388153031854800899,1102204402901966848,ereditsh
negative,2021-05-03 19:51:07,1,Government asking for Pfizer Moderna amp J amp J to essentially give up their intellectual property rights to Covid vaccine to other countries Ridiculous as Covid shot costs around 16 the same as a flu shot These countries should just buy the vaccine,-0.0316666667,0,1389366943518449668,1300235383196844032,Phillip70932970
neutral,2021-05-04 17:40:59,7,Pfizer s COVID vaccine is nearing approval for use in teens ages 12 15 At Children s Minnesota around 40 000 of their patients fall into that age group says Patsy Stinchfield with the hospital,0.0,2,1389696581914349571,15965292,MPRnews
negative,2021-04-28 18:00:31,0,Day 4 of getting my first dose of the COVID vaccine My arm is still sore no longer from the vaccine itself but from my fear of moving it scaredofpain soremuscles uncomfortable COVID19Vaccine vaccinated Pfizer PfizerVaccine,-0.125,0,1387527172416364547,1373869913002024963,Priceless_Netta
positive,2021-05-04 19:23:59,0,FDA preparing to authorize Pfizer Covid vaccine for 12 to 15 year olds as early as next week via,0.05,0,1389722502612537344,776307728495046656,kbenart1
positive,2021-04-29 12:16:10,3,Vaccine sore arm Still better than getting COVID vaccine Moderna,0.5,0,1387802902845169669,42072214,SIBisME
positive,2021-05-02 03:40:28,0,timesofindia A total of 86 023 beneficiaries in the age group of 18 44 years received their first dose of COVID vaccine across 11 states on May 1 the Union Health Ministry said on Sunday COVID19 Live updates,0.1287878788,0,1388760286325321728,128334973,CyberAnonymous
positive,2021-04-30 13:37:32,0,Pfizer Covid vaccine BioNTech expects data on kids ages 5 to 11 as early as end of summer,0.1,0,1388185766795223050,326632316,jollymampilly
positive,2021-05-04 11:25:53,38,hello i am looking for shordies in the GTA who have gotten the moderna COVID vaccine i got the pfizer one and i ve heard if we swap spit we may be able to increase our chances of immunity please let me know,0.5,0,1389602186343165952,2367271302,_hxniya
neutral,2021-05-04 13:13:51,1,My wife took the COVID vaccine and keeps having sex dreams about the I guarantee it guy from the Mens Warehouse Commercials pls help,0.0,0,1389629357807837187,905971849825320960,LPondexterIII
neutral,2021-05-02 12:18:43,1,Should I get the Moderna or Pfeizer Oh for your COVID vaccine No Rabies,0.0,0,1388890707495067651,1196167540055007232,KNB_Organa
negative,2021-05-04 19:12:27,3,I talk about the details of Moderna s statement re its patents on its Covid vaccine here If they shared their technology know how it s estimated other manufacturers could scale within 6 8 months Still beats waiting till 2024,-0.125,1,1389719600514969601,923719833077846021,realtahiramin
neutral,2021-05-01 02:39:34,10,Covid vaccine number 1 for me this morning at 9 40am,0.0,0,1388382572019916801,1276887029821976579,j_monster2
positive,2021-04-29 16:18:32,1,FDA is Pushing for Children as Young as 6 Months to Eventually get the COVID Vaccine Pfizer Claims Study Proves COVID 19 Vaccine Safe for Kids,0.3,0,1387863893226270721,1370862549621694465,JackieA01667188
positive,2021-05-02 12:51:50,0,I hope you are making progress per our conversation this morning I am very concerned about the Pfizer Covid Vaccine that is being used without the normal approval process amp to 16 year Olds Who made the decision to risk the lives of HS students,0.175,0,1388899040788553728,1387971170566238208,DcPsp25
neutral,2021-05-04 17:10:13,0,women have reported irregular bleeding clotting after receiving one of the mRNA Covid vaccines Pfizer also confirms in section 8 3 5 3 of the document that adverse reactions may occur in unvaccinated after Occupational Exposure,0.0,0,1389688840491778049,895425924430151680,GG_RPh
positive,2021-05-03 16:23:59,1,FREE NO APPOINTMENT COVID VACCINE CLINIC The Arlington Public Health Division will be mobilizing a free COVID 19 vaccine walk up clinic at Kenmore Middle School 200 S Carlin Springs Road on Thursday May 6 from 4pm to 8pm,0.2,1,1389314818931367941,2922953175,APSTaylor
neutral,2021-04-28 16:58:04,0,Acme COVID Vaccine Appointments Update netde Kirkwood Hwy Wilmington Moderna Thurs Apr 29 Fri Apr 30 Centerville Rd Wilmington Moderna Wed Apr 28 Fri Apr 30 Lantana Dr Hockessin Moderna Thurs Apr 29 Fri Apr 30,0.0,0,1387511456661377034,1216531677603860480,CaffeinatedI
positive,2021-05-04 14:07:00,1,Up until now Vermonters have been asked to make a COVID vaccine appointment through the state s registration system or directly through several pharmacies Some clinics are now allowing walk ins Here s how you can find them,0.05,1,1389642732231143424,12794062,bfp_news
positive,2021-05-04 14:45:16,0,Big Pharma has zero legal liability for Covid vaccines Pfizer vaccine could make your skin fall off in 3 years and Pfizer is not liable,0.0833333333,0,1389652360952221697,881641366983503872,bearthe1
positive,2021-04-30 15:07:38,0,having mah first shot pfizer has 2 shots of covid vaccine today,0.25,0,1388208440028262406,2592618836,PAKOnsensya
positive,2021-04-28 12:23:41,1,UK orders 60million more doses of Pfizer s Covid vaccine as boosters via,0.5,0,1387442403288752132,1080207836,heather_venter
positive,2021-05-04 16:53:30,0,Pfizer Reaps Hundreds of Millions in Profits From COVID Vaccine More Children s Health Defense,0.5,0,1389684633298776064,19217066,SGJackson
neutral,2021-05-04 15:13:25,0,Pfizer Will Seek Approval to Give Covid Vaccine to Children,0.0,0,1389659447497302019,1249548911087255552,HealthEps
positive,2021-05-04 12:45:10,44,Houston toddler is the first to receive Pfizer COVID vaccine in Baylor Texas Children s trial for young kids,0.175,15,1389622139339300876,8940342,HoustonChron
positive,2021-05-01 17:50:47,195,rob Bitches Farage miller12345 shiva Pundit Jordan Israeli study Pfizer s vaccine killed about 40 times more elderly people and 260 times more of the young than what the COVID 19 virus would have claimed in the given time frame cdnpoli poli skpoi abpoli bcpoli onpoli covid vaccine,0.225,184,1388611884568383488,871883751508377602,RealDavidJensen
negative,2021-05-03 17:02:56,9,COVID Vaccine Updates FDA expected to authorize Pfizer vaccine for ages 12 15 this week Finally COViD19,-0.05,0,1389324618113093633,1055652689588047872,HerrmannMd
neutral,2021-05-04 13:46:22,0,We asked Dr Danielle Jones to clarify reports and rumors the COVID vaccines could affect your cycle Watch back the on air convo to find out what we learned here,0.0,0,1389637541909999624,90480445,1071KISSFM
positive,2021-04-28 19:13:40,10,COVID VACCINE Pfizer WALK INS ACCEPTED FOR 16 ON SUNDAY 5 2 GCC Parking Structure off of Mountain St 7 45am 4 30pm Please bring a photo ID Minors must bring a parent or guardian Interested in making an appointment for another day,0.25,5,1387545582797918208,177634278,MyGlendale
positive,2021-04-30 12:10:10,0,Covid vaccines Young and healthy try their luck at Marseille vaccination centre Outside the V lodrome football stadium in Marseille dozens of people have been queuing up for a Covid 19 vaccine in recent weeks guestpost lastminutenews guestposting,0.15,2,1388163781348315139,60570706,Easy_Branches
positive,2021-04-28 18:12:36,0,UK orders 60m more doses of Pfizer Covid vaccine for booster jabs,0.5,0,1387530212527718401,185789804,McEwanMorton
positive,2021-05-01 06:26:57,0,PennLive COVID Vaccine Demand In PA Has Really Fallen Off A Cliff Is It A Lack Of Interest Or Access,0.2,0,1388439792732545024,1061727921264607232,PaCapitolNews
positive,2021-05-01 13:24:28,0,Go get the vaccine I m beyond happy grateful and privileged to get it when so many others can t Thanks covid vaccine moderna dollyparton Idyllwild California,0.5,0,1388544866553106437,302662145,ItsJamesTroia
positive,2021-05-04 16:33:49,0,Pfizer is working on a new version of its Covid vaccine that could be stored in a refrigerator,0.1363636364,0,1389679681172033537,472705227,DistinctToday
positive,2021-05-04 15:26:28,0,reaps the benefits of fear mongering and will earn 70 billion dollars in 2021 thanks to COVID vaccine sales,0.2,0,1389662731473756169,180804688,TheRealAgenda
neutral,2021-05-04 14:57:58,0,Your COVID vaccine booster might be a patch or a pill Or it might come with your flu shot,0.0,0,1389655558706270210,1466613516,MyThoughtWork
positive,2021-04-29 13:53:33,0,We have available appointments for Covid Vaccine this week Please go to our website to register for appointment We have Moderna and Johnson and Johnson at this time Please call us at 740 566 4690 with any questions you may have,0.4,0,1387827407835516932,706965748095303680,TheDrugstoreOB
neutral,2021-04-30 16:47:07,0,Please share with any parents in the NOLA area who have children lt 16 y o They can join the list for a childhood COVID vaccine trial when the child s age range starts enrolling called to confirm the next day and my 2y o is waiting,0.0,1,1388233476663558149,701844034755633157,michael_hoerger
positive,2021-04-29 14:11:28,0,Ontario plans to substantially expand eligibility for COVID 19 vaccines in May officials said Thursday with shipments to the province expected to ramp up significantly in coming weeks ontario covid vaccineeligibility,0.1375,0,1387831919476449280,897571671657394176,MilenioStadium
positive,2021-05-04 19:35:08,0,FDA preparing to authorize Pfizer Covid vaccine for 12 to 15 year olds as early as next week,0.05,0,1389725308367118340,837423016879468544,Art_Chicken
positive,2021-04-29 15:44:06,0,Doctor discusses COVID vaccine safety for women More than 230 million COVID 19 vaccine shots have been administered in the U S One very rare but serious side effects involving blood clots appears to be,0.1855555556,0,1387855231396896769,4849619832,lastminutesnews
positive,2021-04-30 14:27:47,0,Second Pfizer Covid Vaccine Needed For Full Inoculation UK Study Shows Bloomberg Why is this article not open to readers during a deadly pandemic,0.0375,0,1388198413238407168,275210802,67Capt_Canuck
positive,2021-04-28 13:14:35,556,wild that Chantal just said on livestream that she likes to try things sometimes like COCAINE but on the same livestream says she doesn t want to get the COVID vaccine because 6 people got blood clots from the J amp J vaccine,0.05,11,1387455214286950402,44854154,thezacharymike
